epoch,accuracy,loss,val_accuracy,val_loss
0,0.4699999988079071,0.7046900987625122,NA,NA
1,0.5,0.7009218335151672,NA,NA
2,0.5099999904632568,0.7001455426216125,NA,NA
3,0.5,0.6995272636413574,NA,NA
4,0.5099999904632568,0.6988247632980347,NA,NA
5,0.5299999713897705,0.6978946924209595,NA,NA
6,0.550000011920929,0.6966143846511841,NA,NA
7,0.5400000214576721,0.6956571936607361,NA,NA
8,0.5099999904632568,0.6940087080001831,NA,NA
9,0.5299999713897705,0.6931713819503784,NA,NA
